color_name,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,channel10
blue,111,946,1302,1109,929,706,735,479,3827,246
blue,110,946,1302,1109,929,705,734,479,3827,246
blue,111,946,1302,1110,929,706,735,479,3827,246
blue,111,946,1303,1109,929,706,734,479,3828,246
blue,111,945,1302,1109,929,707,735,479,3827,246
blue,111,946,1302,1109,930,706,735,479,3827,246
blue,111,946,1302,1109,929,706,735,479,3829,246
blue,111,946,1302,1110,930,706,735,480,3830,246
blue,111,945,1301,1109,931,706,736,479,3831,246
blue,110,946,1301,1109,930,707,736,479,3828,246
blue,111,945,1301,1109,931,707,736,480,3832,246
blue,111,946,1303,1108,931,707,736,480,3831,246
blue,110,945,1301,1108,930,707,737,480,3831,246
blue,111,945,1300,1108,931,707,737,479,3829,246
blue,110,944,1301,1108,930,707,736,480,3828,246
blue,111,944,1301,1109,931,708,737,480,3831,246
blue,110,945,1301,1109,931,707,738,480,3831,246
blue,111,945,1301,1108,930,707,737,479,3828,246
blue,111,945,1300,1108,931,707,737,480,3831,247
blue,110,944,1301,1108,930,707,737,480,3831,246
blue,111,945,1301,1108,931,708,737,480,3831,246
blue,110,945,1301,1108,931,708,737,480,3830,246
blue,110,945,1300,1108,931,707,737,479,3831,248
blue,110,944,1300,1107,931,708,738,480,3830,246
blue,111,944,1301,1108,932,708,737,480,3831,246
blue,111,945,1301,1107,931,708,737,480,3830,247
blue,110,944,1300,1108,932,707,738,480,3830,246
blue,110,945,1300,1108,931,707,737,480,3832,246
blue,111,944,1300,1108,932,707,737,479,3830,246
blue,110,944,1301,1107,931,707,737,480,3831,246
blue,111,944,1300,1107,931,707,736,480,3829,246
blue,110,944,1300,1107,931,707,736,479,3828,246
blue,111,944,1300,1108,929,707,736,480,3829,246
blue,111,944,1300,1108,931,706,736,480,3830,246
blue,110,944,1300,1108,930,707,736,479,3828,246
pink,143,766,875,610,833,1868,2319,1292,5117,438
pink,143,766,875,610,834,1870,2320,1293,5120,438
pink,144,766,875,610,835,1870,2321,1292,5121,438
pink,143,767,877,611,836,1871,2322,1294,5119,438
pink,143,767,877,611,836,1871,2322,1294,5120,438
pink,144,767,877,611,836,1871,2322,1293,5118,438
pink,143,766,876,611,834,1869,2319,1292,5116,438
pink,143,766,876,611,835,1871,2321,1294,5120,438
pink,144,767,877,611,836,1870,2320,1294,5120,438
pink,143,767,876,611,836,1870,2320,1293,5118,438
pink,143,767,877,611,835,1870,2320,1292,5115,438
pink,142,766,876,611,835,1870,2321,1292,5115,438
pink,143,766,876,610,835,1869,2318,1292,5118,438
pink,143,767,876,610,834,1869,2320,1293,5118,438
pink,144,767,876,611,835,1869,2321,1294,5117,438
pink,144,768,876,611,835,1869,2319,1292,5116,438
pink,143,766,876,611,835,1870,2320,1292,5119,438
pink,142,766,876,611,835,1869,2320,1293,5117,438
pink,144,766,876,611,835,1870,2320,1292,5117,438
pink,143,767,876,611,835,1869,2320,1292,5116,438
pink,144,767,877,611,834,1869,2320,1292,5117,438
pink,144,767,877,611,835,1871,2320,1293,5118,438
pink,144,768,876,611,834,1870,2319,1293,5116,438
pink,143,767,877,611,835,1870,2321,1292,5117,438
pink,144,766,876,611,835,1870,2320,1292,5117,438
pink,144,767,876,611,835,1870,2320,1293,5116,438
pink,143,767,876,611,835,1868,2319,1293,5116,438
pink,143,768,877,611,835,1869,2319,1292,5118,438
pink,144,769,877,611,835,1869,2320,1294,5121,438
pink,143,768,877,611,835,1870,2320,1293,5116,438
pink,144,768,876,611,835,1868,2320,1292,5119,438
pink,144,767,877,611,835,1870,2321,1294,5121,438
pink,142,767,877,611,835,1870,2320,1293,5119,438
pink,144,767,877,611,834,1868,2318,1292,5115,438
pink,144,767,876,612,833,1868,2317,1291,5115,438
pink,144,769,877,611,835,1869,2320,1292,5117,438
pink,144,767,877,611,834,1868,2318,1292,5116,438
pink,143,769,876,611,834,1867,2317,1292,5114,438
pink,144,768,877,611,834,1866,2316,1291,5116,436
pink,144,768,877,612,833,1866,2316,1291,5112,438
pink,144,768,877,611,833,1866,2315,1291,5113,438
pink,144,769,877,612,834,1867,2316,1291,5113,436
pink,143,768,877,611,834,1867,2317,1292,5113,438
pink,143,768,877,611,833,1866,2317,1292,5111,438
pink,144,769,877,611,833,1865,2315,1291,5113,436
pink,144,768,878,612,833,1864,2315,1290,5109,436
pink,143,769,877,611,833,1865,2315,1291,5110,436
pink,144,768,877,611,833,1865,2315,1291,5108,436
pink,143,768,878,611,833,1866,2315,1290,5111,436
pink,144,768,878,612,834,1865,2316,1291,5113,436
pink,143,768,878,612,833,1865,2316,1291,5113,438
pink,143,769,877,612,833,1866,2315,1291,5108,436
pink,144,768,877,612,833,1865,2315,1291,5107,436
pink,144,768,877,612,834,1867,2317,1293,5114,438
pink,143,768,878,612,834,1867,2317,1291,5113,436
pink,143,769,877,612,834,1867,2316,1291,5112,436
pink,144,769,878,612,834,1867,2317,1292,5114,436
pink,143,767,878,612,833,1865,2315,1292,5112,436
pink,143,769,878,612,834,1868,2317,1291,5113,436
pink,144,767,877,611,833,1866,2315,1291,5111,436
pink,143,767,877,611,834,1866,2317,1291,5112,436
pink,143,767,876,611,834,1868,2317,1292,5112,438
pink,143,767,876,611,835,1868,2318,1291,5117,438
pink,144,768,877,611,836,1869,2320,1293,5120,438
pink,144,767,877,611,835,1870,2319,1293,5120,438
pink,144,768,877,611,835,1870,2321,1293,5120,438
pink,144,767,877,611,835,1869,2320,1292,5118,438
pink,143,767,876,611,835,1869,2320,1293,5119,438
pink,143,767,877,611,835,1870,2319,1292,5118,438
pink,144,767,876,611,835,1870,2321,1293,5117,438
pink,144,767,876,611,835,1871,2320,1294,5120,438
pink,142,767,877,611,835,1871,2321,1294,5122,438
pink,144,766,877,611,835,1870,2320,1293,5119,437
pink,143,767,876,611,836,1870,2319,1293,5120,438
pink,143,768,877,611,835,1870,2321,1292,5118,438
pink,144,767,876,611,834,1870,2320,1292,5117,438
pink,143,767,876,611,835,1870,2320,1293,5118,438
pink,144,767,877,611,835,1869,2320,1293,5118,438
pink,142,767,877,611,835,1869,2320,1293,5117,436
pink,143,767,877,611,834,1869,2319,1291,5114,436
pink,143,767,877,611,834,1868,2319,1292,5114,436
pink,143,767,876,611,834,1867,2318,1291,5112,436
pink,143,766,875,610,835,1870,2319,1291,5114,437
pink,143,768,876,610,835,1868,2320,1293,5117,438
pink,144,768,877,611,834,1867,2317,1292,5113,437
pink,143,767,876,611,834,1866,2317,1291,5113,436
pink,144,767,877,611,834,1867,2317,1292,5112,436
pink,144,768,877,611,835,1869,2320,1292,5116,436
pink,144,769,878,612,835,1869,2320,1292,5115,438
pink,143,768,878,612,836,1870,2320,1293,5118,438
pink,145,770,878,613,837,1870,2320,1293,5119,438
pink,143,769,878,613,835,1868,2321,1292,5115,438
pink,145,770,878,613,836,1870,2320,1294,5119,438
pink,145,770,879,613,836,1870,2321,1294,5120,438
pink,145,770,879,613,836,1872,2322,1293,5120,438
pink,145,770,878,612,836,1869,2320,1293,5117,438
pink,144,769,878,612,836,1870,2321,1294,5119,438
pink,143,768,878,612,836,1872,2323,1295,5123,438
pink,145,768,879,612,837,1872,2322,1292,5119,438
pink,144,769,878,613,837,1871,2323,1294,5118,438
